X,Y,OBJECTID,ROAD,ROAD_NAME,COMMON_USAGE_NAME,START_SLK,END_SLK,CWY,START_TRUE_DIST,END_TRUE_DIST,NETWORK_TYPE,XSP,RA_NO,RA_NAME,LG_NO,LG_NAME,REST_AREA_TYPE,STAY_24_HOUR,REST_AREA_NAME,OWNERSHIP,INFORMATION_BOARD,SCENIC_LOOKOUT,COMMEMORATION_WAY,SURFACE,SURFACE_TYPE,SURFACE_AREA,CONSTRUCTED_SHELTER,NATURAL_SHADE,LIGHTING_PRESENT,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,EFFLUENT_DUMP_SITE,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,ROUTE_NE_ID
117.1212266,-33.33547256,126072,M037,Collie Lake King,Arthur Rd,135.28,135.28,Single,100.33,100.33,State Road,Left,8,Wheatbelt,315,Wagin,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247616
115.6453752,-21.97393426,126073,H007,North West Coastal Hwy,North West Coastal Hwy,908.21,908.21,Single,904.01,904.01,State Road,Left,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,2,0,No,No,0,No,247803
119.1647363,-25.70044717,126074,H006,Great Northern Hwy,Great Northern Hwy,878.4,878.4,Single,872.21,872.21,State Road,Right,14,Mid West-Gascoyne,703,Meekatharra,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,2400,No,No,,2,0,No,No,0,No,247653
114.8660792,-28.72226942,126075,H050,Geraldton Mt Magnet Rd,Geraldton Mt Magnet Rd,26.2,26.2,Single,27.05,27.05,State Road,Right,14,Mid West-Gascoyne,505,Greater Geraldton (C),Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1125,No,No,,1,0,No,No,0,No,247642
114.8465147,-28.74249531,126076,H050,Geraldton Mt Magnet Rd,Geraldton Mt Magnet Rd,23.2,23.2,Single,24.05,24.05,State Road,Right,14,Mid West-Gascoyne,505,Greater Geraldton (C),Minor Rest Area,No,,Main Roads,No,Yes,,Unsurfaced,,1435,No,No,,3,0,No,No,0,No,247642
115.4765233,-30.50012418,126077,H004,Brand Hwy,Brand Hwy,138.56,138.56,Single,135.85,135.85,State Road,Left,14,Mid West-Gascoyne,504,Dandaragan,Minor Rest Area,No,,Main Roads,Yes,No,,Surfaced,Two Coat Seal,980,No,Yes,,2,0,No,No,0,No,247578
118.7550138,-33.1021597,126078,M037,Collie Lake King,Lake Grace Newdegate Rd,302.01,302.01,Single,267.06,267.06,State Road,Left,8,Wheatbelt,311,Lake Grace,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247616
117.6400438,-34.04433791,126079,M031,Northam Cranbrook,Garrity St,313.87,313.87,Single,314.41,314.41,State Road,Left,1,Great Southern,303,Broomehill - Tambellup,Minor Rest Area,No,Tambellup Railway Rest Area,Main Roads,Yes,No,,Surfaced,Single Seal,,Yes,Yes,,1,0,No,No,1,No,247804
117.7929664,-31.11398039,126080,M016,Goomalling Merredin,Railway St,100.19,100.19,Single,100.19,100.19,State Road,Right,8,Wheatbelt,413,Trayning,Minor Rest Area,No,,Main Roads,Yes,No,,Surfaced,Two Coat Seal,800,Yes,Yes,Powered Site,2,2,Yes,No,2,Yes,247647
116.3816878,-33.82767264,126081,M013,Donnybrook Kojonup,Abel St,72.26,72.26,Single,72.26,72.26,State Road,Left,2,South West,218,Boyup Brook,Minor Rest Area,No,,Shared,Yes,No,,Surfaced,Single Seal,,No,Yes,,0,0,No,No,0,No,247624
121.4040952,-31.11281681,126082,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,28.63,28.63,Single,28.63,28.63,State Road,Right,5,Goldfields - Esperance,602,Coolgardie,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247618
114.306911,-25.81472829,126083,H007,North West Coastal Hwy,North West Coastal Hwy,351.23,351.23,Single,349.49,349.49,State Road,Left,14,Mid West-Gascoyne,803,Carnarvon,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1760,No,No,,2,0,No,No,0,No,247803
128.1918363,-31.82687881,126084,H003,Eyre Hwy,Eyre Hwy,640.27,640.27,Single,639.8,639.8,State Road,Right,5,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,Yes,No,,3,0,No,No,3,No,247631
117.1616677,-20.78379604,126085,H007,North West Coastal Hwy,North West Coastal Hwy,1142.37,1142.37,Single,1138.07,1138.07,State Road,Left,11,Pilbara,814,Karratha (C),Minor Rest Area,No,,Main Roads,Yes,No,,Surfaced,Single Seal,,No,No,,2,0,No,No,0,No,247803
117.5069852,-34.28494141,126086,H001,Albany Hwy,Albany Hwy,315.93,315.93,Single,315.52,315.52,State Road,Left,1,Great Southern,304,Cranbrook,Minor Rest Area,No,Gosse GC Rest Area,Main Roads,No,No,Lieutenant Commander George Gosse GC,Unsurfaced,,,No,Yes,,2,0,No,No,1,No,247561
122.0222788,-28.74242552,126087,M022,Leonora Laverton,Leonora Laverton Rd,73.83,73.83,Single,73.83,73.83,State Road,Right,5,Goldfields - Esperance,607,Laverton,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,3600,Yes,No,,3,0,No,No,1,Yes,247775
115.3470641,-28.63170117,126088,H050,Geraldton Mt Magnet Rd,Geraldton Mt Magnet Rd,75.96,75.96,Single,76.81,76.81,State Road,Right,14,Mid West-Gascoyne,505,Greater Geraldton (C),Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Unsurfaced,,216,No,No,,0,0,No,No,0,No,247642
117.8789184,-35.02992313,126089,H040,Albany Port Rd,Princess Royal Dr,4.1,4.1,Single,4.1,4.1,State Road,Left,1,Great Southern,302,Albany (C),Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Asphalt Open Graded,,Yes,Yes,,1,0,No,Yes,1,No,247565
114.525467,-26.57773491,126090,H007,North West Coastal Hwy,North West Coastal Hwy,261.69,261.69,Single,259.95,259.95,State Road,Left,14,Mid West-Gascoyne,804,Shark Bay,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1062,No,No,,2,0,No,No,0,No,247803
114.1581632,-25.57160939,126091,H007,North West Coastal Hwy,North West Coastal Hwy,383.21,383.21,Single,381.47,381.47,State Road,Right,14,Mid West-Gascoyne,803,Carnarvon,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,910,No,No,,2,0,No,No,0,No,247803
114.6757539,-27.72199882,126092,H007,North West Coastal Hwy,North West Coastal Hwy,126.26,126.26,Single,126.23,126.23,State Road,Right,14,Mid West-Gascoyne,513,Northampton,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,600,No,No,,2,0,No,No,0,No,247803
118.1617911,-31.84471398,126093,M041,York Merredin,Bruce Rock Merredin Rd,148.51,148.51,Single,148.87,148.87,State Road,Right,8,Wheatbelt,403,Bruce Rock,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,800,No,Yes,,1,0,No,No,0,No,247884
121.6426509,-32.98027942,126094,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,262.21,262.21,Single,262.17,262.17,State Road,Right,5,Goldfields - Esperance,604,Esperance,Minor Rest Area,No,Arthur Guest Memorial Park,Other,Yes,No,,Surfaced,Two Coat Seal,500,Yes,Yes,,2,3,No,No,2,No,247618
117.8170347,-28.0954417,126095,H050,Geraldton Mt Magnet Rd,Geraldton Mt Magnet Rd,332.81,332.81,Single,333.15,333.15,State Road,Right,14,Mid West-Gascoyne,704,Mount Magnet,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Unsurfaced,,2500,No,No,,1,0,No,No,0,No,247642
115.7654542,-29.53631775,126096,M028,Midlands,Railway Rd,163.32,163.32,Single,163.08,163.08,State Road,Right,14,Mid West-Gascoyne,515,Three Springs,Minor Rest Area,No,Three Springs,Main Roads,Yes,No,,Surfaced,Single Seal,522,Yes,Yes,,1,0,No,No,1,No,247785
115.9087324,-33.03305259,126097,H009,South Western Hwy,South Western Hwy,105.69,105.69,Single,105.53,105.53,State Road,Left,2,South West,211,Harvey,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,0,0,No,No,0,No,247846
116.9745395,-33.84575417,126098,M013,Donnybrook Kojonup,Donnybrook Kojonup Rd,139.81,139.81,Single,139.77,139.77,State Road,Left,1,Great Southern,310,Kojonup,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,0,0,No,No,0,No,247624
116.2497401,-32.37803974,126099,H001,Albany Hwy,Albany Hwy,62.67,62.67,Single,62.72,62.72,State Road,Right,8,Wheatbelt,427,Wandering,Minor Rest Area,No,,Main Roads,Yes,No,,Unsurfaced,,,No,Yes,,1,0,No,No,3,No,247561
114.6885991,-27.83355608,126100,H007,North West Coastal Hwy,North West Coastal Hwy,113.45,113.45,Single,113.42,113.42,State Road,Right,14,Mid West-Gascoyne,513,Northampton,Major Rest Area,Yes,Galena South,Main Roads,No,No,,Surfaced,Single Seal,23161,Yes,Yes,,31,9,Yes,Yes,25,Yes,247803
115.1074326,-34.07991581,126101,H043,Bussell Hwy,Bussell Hwy,112.39,112.39,Single,113.72,113.72,State Road,Right,2,South West,201,Augusta - Margaret River,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,0,0,No,No,0,No,247595
117.8793115,-27.47820618,126102,H006,Great Northern Hwy,Great Northern Hwy,624.23,624.23,Single,618.77,618.77,State Road,Left,14,Mid West-Gascoyne,702,Cue,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Unsurfaced,,2560,No,Yes,,2,0,No,No,0,No,247653
114.0032645,-22.49705982,126103,H048,Minilya Exmouth Rd,Minilya Exmouth Rd,149.7,149.7,Single,149.7,149.7,State Road,Left,14,Mid West-Gascoyne,806,Exmouth,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1560,No,No,,5,0,No,No,0,No,247789
119.6750515,-33.08772438,126104,M037,Collie Lake King,Newdegate Ravensthorpe Rd,389.21,389.21,Single,354.26,354.26,State Road,Right,8,Wheatbelt,311,Lake Grace,Major Rest Area,No,,Other,Yes,No,,Surfaced,Single Seal,,No,Yes,Solar Powered Site,4,1,Yes,No,2,Yes,247616
117.3670443,-34.11235774,126105,H001,Albany Hwy,Albany Hwy,291.79,291.79,Single,291.38,291.38,State Road,Right,1,Great Southern,303,Broomehill - Tambellup,Minor Rest Area,No,Goldsworthy GC Rest Area,Main Roads,No,No,Lieutenant Commander Leon Goldsworthy GC DSC GM,Unsurfaced,,,Yes,Yes,,1,0,No,No,1,No,247561
119.2644717,-33.09482477,126106,M037,Collie Lake King,Newdegate Ravensthorpe Rd,350.83,350.83,Single,315.88,315.88,State Road,Right,8,Wheatbelt,311,Lake Grace,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247616
118.3355694,-33.9177998,126107,M001,Albany Lake Grace,Chester Pass Rd,124.39,124.39,Single,123.84,123.84,State Road,Left,1,Great Southern,307,Gnowangerup,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247560
117.4293673,-33.65905966,126108,M031,Northam Cranbrook,Great Southern Hwy,257.44,257.44,Single,258.04,258.04,State Road,Left,1,Great Southern,308,Katanning,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,1,Yes,247804
117.1390179,-31.63072403,126109,H005,Great Eastern Hwy,Great Eastern Hwy,143.04,143.04,Single,143.99,143.99,State Road,Right,8,Wheatbelt,406,Cunderdin,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Unsurfaced,,600,No,Yes,,1,0,No,No,0,No,247651
116.7174408,-31.63495232,126110,H005,Great Eastern Hwy,Great Eastern Hwy,100.8,100.8,Right,100.47,100.47,State Road,Right,8,Wheatbelt,421,Northam,Minor Rest Area,No,,Main Roads,Yes,No,,Surfaced,Two Coat Seal,2500,Yes,Yes,Powered Site,2,0,No,No,0,No,247651
118.1690967,-28.16573579,126111,M069,Mt Magnet Leinster Rd,Mt Magnet Sandstone Rd,34.1,34.1,Single,34.1,34.1,State Road,Left,14,Mid West-Gascoyne,704,Mount Magnet,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,960,No,No,,1,0,No,No,0,No,279527004
117.9600346,-34.83084159,126112,M001,Albany Lake Grace,Chester Pass Rd,12.09,12.09,Single,12.09,12.09,State Road,Right,1,Great Southern,302,Albany (C),Minor Rest Area,No,Napier Creek Rest Area,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,1,No,247560
114.0601371,-25.46150896,126113,H007,North West Coastal Hwy,North West Coastal Hwy,398.98,398.98,Single,397.24,397.24,State Road,Left,14,Mid West-Gascoyne,803,Carnarvon,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1840,No,No,,2,0,No,No,0,No,247803
120.3117906,-26.88943678,126114,H049,Goldfields Hwy,Goldfields Hwy,571.15,571.15,Single,570.88,570.88,State Road,Left,5,Goldfields - Esperance,706,Wiluna,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,1500,No,No,,2,0,No,No,0,No,247645
118.0706082,-20.84605111,126115,H007,North West Coastal Hwy,North West Coastal Hwy,1249.49,1249.49,Single,1245.19,1245.19,State Road,Left,11,Pilbara,814,Karratha (C),Major Rest Area,No,Peawah West ,Main Roads,No,No,,Surfaced,Single Seal,,Yes,Yes,,4,2,Yes,Yes,1,Yes,247803
115.8582899,-33.56349299,126116,M013,Donnybrook Kojonup,Donnybrook Kojonup Rd,2.53,2.53,Single,2.53,2.53,State Road,Left,2,South West,217,Donnybrook - Balingup,Major Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,Yes,,2,0,No,No,1,Yes,247624
115.6741054,-32.78818517,126117,M074,Lakelands Lake Clifton,Old Coast Rd,43.63,43.63,Single,43.63,43.63,State Road,Right,2,South West,209,Waroona,Roadhouse,No,Lake Clifton,Other,No,No,,,,,No,Yes,,,,No,No,,No,210559820
115.7334125,-33.03398594,126118,H057,Forrest Hwy,Forrest Hwy,54.41,54.41,Left,54.41,54.41,State Road,Left,2,South West,211,Harvey,Roadhouse,No,Settlers Roadhouse,Other,No,No,,,,,No,Yes,,,,No,No,,No,204963193
118.7497493,-34.36259045,126119,H008,South Coast Hwy,South Coast Hwy,116.94,116.94,Single,116.78,116.78,State Road,Left,1,Great Southern,318,Jerramungup,Roadhouse,No,Boxwood Hill Roadhouse,Other,No,No,,Unsurfaced,,,Yes,No,Powered Site,1,1,No,No,1,No,247842
116.1877881,-34.26741462,126120,M024,Muir,Muir Hwy,4.95,4.95,Single,4.95,4.95,State Road,Right,2,South West,213,Manjimup,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,,,No,Yes,,0,0,No,No,0,No,247796
116.5180479,-31.72030122,126121,H005,Great Eastern Hwy,Great Eastern Hwy,76.52,76.52,Single,76.32,76.32,State Road,Right,8,Wheatbelt,421,Northam,Minor Rest Area,No,,Main Roads,Yes,No,,,,,Yes,No,,1,0,No,No,0,No,247651
117.5027834,-34.27573004,126122,H001,Albany Hwy,Albany Hwy,314.83,314.83,Single,314.42,314.42,State Road,Left,1,Great Southern,304,Cranbrook,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,0,0,No,No,0,No,247561
116.7556735,-30.78176132,126123,M032,Northam Pithara,Northam Pithara Rd,107.39,107.39,Single,107.06,107.06,State Road,Right,8,Wheatbelt,518,Wongan - Ballidu,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,450,No,Yes,,1,0,No,No,0,No,247805
117.8660727,-27.89192679,126124,H006,Great Northern Hwy,Great Northern Hwy,571.85,571.85,Single,566.39,566.39,State Road,Right,14,Mid West-Gascoyne,704,Mount Magnet,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1500,No,No,,2,0,No,No,0,No,247653
117.0242436,-33.28680437,126125,H001,Albany Hwy,Albany Hwy,190.56,190.56,Single,190.61,190.61,State Road,Right,8,Wheatbelt,316,West Arthur,Heavy Vehicle Rest Area,Yes,,Main Roads,No,No,,Surfaced,,,No,Yes,,1,0,No,No,0,No,247561
114.6885682,-27.83346842,126126,H007,North West Coastal Hwy,North West Coastal Hwy,113.46,113.46,Single,113.43,113.43,State Road,Right,14,Mid West-Gascoyne,513,Northampton,Major Rest Area,Yes,Galena North,Main Roads,No,No,,Surfaced,Two Coat Seal,2714,Yes,Yes,,7,1,Yes,Yes,11,Yes,247803
115.7256863,-32.95993034,126127,H057,Forrest Hwy,Forrest Hwy,46.1,46.1,Left,46.1,46.1,State Road,Left,2,South West,211,Harvey,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,0,0,No,No,1,No,204963193
117.0310422,-34.51368373,126128,M024,Muir,Muir Hwy,97.94,97.94,Single,97.51,97.51,State Road,Right,1,Great Southern,312,Plantagenet,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247796
118.8341603,-34.25850348,126129,H008,South Coast Hwy,South Coast Hwy,131.53,131.53,Single,131.37,131.37,State Road,Right,1,Great Southern,318,Jerramungup,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,2,0,No,No,0,No,247842
114.5683975,-26.69256703,126130,H007,North West Coastal Hwy,North West Coastal Hwy,248.27,248.27,Single,246.53,246.53,State Road,Right,14,Mid West-Gascoyne,804,Shark Bay,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1312,No,No,,2,0,No,No,0,No,247803
115.7065593,-33.42338228,126131,H009,South Western Hwy,South Western Hwy,163.08,163.08,Single,162.86,162.86,State Road,Left,2,South West,206,Capel,Major Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,Yes,,3,0,No,No,2,Yes,247846
118.1115938,-34.39177911,126132,M001,Albany Lake Grace,Chester Pass Rd,65.51,65.51,Single,65.35,65.35,State Road,Left,1,Great Southern,307,Gnowangerup,Minor Rest Area,No,Stirling Range Rest Area,Main Roads,No,No,,Surfaced,Single Seal,,No,Yes,,1,0,No,No,0,No,247560
116.5805667,-34.93011571,126133,H009,South Western Hwy,South Western Hwy,378.44,378.44,Single,377.89,377.89,State Road,Right,2,South West,213,Manjimup,Minor Rest Area,No,,Main Roads,No,No,,,,,No,Yes,,0,0,No,No,0,No,247846
115.8141993,-32.60201513,126134,H057,Forrest Hwy,Forrest Hwy,3.44,3.44,Right,3.44,3.44,State Road,Right,2,South West,215,Murray,Major Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,2,0,No,No,0,No,204963193
118.4631059,-33.10077642,126135,M037,Collie Lake King,Stubbs St,274.6,274.6,Single,239.65,239.65,State Road,Left,8,Wheatbelt,311,Lake Grace,Heavy Vehicle Rest Area,No,,Other,No,No,,Surfaced,Single Seal,,Yes,No,Powered Site,2,0,No,No,3,Yes,247616
121.6783077,-32.04162372,126136,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,142.78,142.78,Single,142.74,142.74,State Road,Left,5,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,Lake Cown,Main Roads,No,No,,Unsurfaced,,,No,Yes,,3,0,No,No,0,No,247618
118.8962582,-25.91355892,126137,H006,Great Northern Hwy,Great Northern Hwy,838.61,838.61,Single,832.42,832.42,State Road,Right,14,Mid West-Gascoyne,703,Meekatharra,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,2400,No,No,,2,0,No,No,0,No,247653
118.1564699,-32.66875157,126138,M017,Gorge Rock Lake Grace,Johnston St,30.53,30.53,Single,30.24,30.24,State Road,Right,8,Wheatbelt,412,Kulin,Heavy Vehicle Rest Area,No,,Other,No,No,,Surfaced,Asphalt Dense Graded,,No,No,,0,0,No,No,0,No,247649
118.6850075,-22.4095152,126139,H006,Great Northern Hwy,Great Northern Hwy,1353.85,1353.85,Single,1346.69,1346.69,State Road,Right,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,2,0,No,No,0,No,247653
115.7359163,-33.23844691,126140,H057,Forrest Hwy,Forrest Hwy,77.88,77.88,Right,77.88,77.88,State Road,Right,2,South West,211,Harvey,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,Yes,,2,0,No,No,0,No,204963193
118.1502945,-27.07392607,126141,H006,Great Northern Hwy,Great Northern Hwy,678.73,678.73,Single,673.27,673.27,State Road,Right,14,Mid West-Gascoyne,702,Cue,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,4788,No,No,,2,0,No,No,0,No,247653
122.2158076,-18.32997764,126142,H006,Great Northern Hwy,Great Northern Hwy,2081.46,2081.46,Single,2089.99,2089.99,State Road,Right,6,Kimberley,1,Broome,Minor Rest Area,No,,Main Roads,No,No,Warlu Way,Unsurfaced,,,No,No,,,,No,No,,No,247653
122.2916885,-32.05922872,126143,H003,Eyre Hwy,Eyre Hwy,53.31,53.31,Single,53.07,53.07,State Road,Left,5,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,1400,No,No,,2,0,No,No,0,No,247631
114.8537467,-28.73440986,126144,H050,Geraldton Mt Magnet Rd,Geraldton Mt Magnet Rd,24.37,24.37,Single,25.22,25.22,State Road,Left,14,Mid West-Gascoyne,505,Greater Geraldton (C),Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,136,No,Yes,,1,0,No,No,0,No,247642
121.6497532,-31.19626463,126145,H049,Goldfields Hwy,Goldfields Hwy,19.93,19.93,Single,19.89,19.89,State Road,Right,5,Goldfields - Esperance,602,Coolgardie,Minor Rest Area,No,,Main Roads,Yes,No,,Surfaced,Two Coat Seal,480,No,No,,1,0,No,No,0,No,247645
116.5423134,-31.88350386,126146,M010,Chidlow York,Great Southern Hwy,22.06,22.06,Single,22.06,22.06,State Road,Right,8,Wheatbelt,421,Northam,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,600,No,Yes,,2,0,No,No,2,No,247611
118.7291944,-28.01041457,126147,M069,Mt Magnet Leinster Rd,Mt Magnet Sandstone Rd,97.26,97.26,Single,97.26,97.26,State Road,Left,14,Mid West-Gascoyne,701,Sandstone,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,805,No,No,,2,0,No,No,0,No,279527004
115.5402869,-30.73579771,126148,H004,Brand Hwy,Brand Hwy,108.9,108.9,Single,106.19,106.19,State Road,Left,14,Mid West-Gascoyne,504,Dandaragan,Roadhouse,No,Liberty Cataby,Other,No,No,,,,,Yes,Yes,,1,1,No,No,1,No,247578
120.9001344,-21.32885548,126149,M063,Ripon Hills Rd,Ripon Hills Rd,106.75,106.75,Single,106.75,106.75,State Road,Left,11,Pilbara,812,East Pilbara,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,1,Yes,No,0,No,247827
116.3930486,-31.63841144,126150,M026,Toodyay,Toodyay Rd,25.39,25.39,Single,25.39,25.39,State Road,Right,8,Wheatbelt,426,Toodyay,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,300,No,Yes,,1,0,No,No,0,No,247858
118.2822914,-28.18632099,126151,M069,Mt Magnet Leinster Rd,Mt Magnet Sandstone Rd,45.65,45.65,Single,45.65,45.65,State Road,Right,14,Mid West-Gascoyne,704,Mount Magnet,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,520,No,No,,1,0,No,No,0,No,279527004
115.5773387,-33.50194534,126152,H043,Bussell Hwy,Bussell Hwy,19.53,19.53,Right,19.46,19.46,State Road,Right,2,South West,206,Capel,Major Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,Yes,,0,0,No,No,0,No,247595
116.1823278,-31.16071627,126153,H006,Great Northern Hwy,Great Northern Hwy,92.38,92.38,Single,88.09,88.09,State Road,Right,8,Wheatbelt,502,Chittering,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,800,No,Yes,,2,0,No,No,1,No,247653
122.2183384,-28.59450374,126154,M022,Leonora Laverton,Leonora Laverton Rd,99.35,99.35,Single,99.35,99.35,State Road,Left,5,Goldfields - Esperance,607,Laverton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,3,0,No,No,2,No,247775
114.4148375,-26.2800612,126155,H007,North West Coastal Hwy,North West Coastal Hwy,296.47,296.47,Single,294.73,294.73,State Road,Left,14,Mid West-Gascoyne,804,Shark Bay,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,3530,No,No,,2,0,No,No,0,No,247803
124.2897787,-32.4151294,126156,H003,Eyre Hwy,Eyre Hwy,257.38,257.38,Single,257.14,257.14,State Road,Left,5,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,850,No,Yes,,1,0,No,No,0,No,247631
117.1794652,-31.18052395,126157,M016,Goomalling Merredin,Goomalling Wyalkatchem Rd,35.32,35.32,Single,35.32,35.32,State Road,Right,8,Wheatbelt,407,Dowerin,Minor Rest Area,No,Nanning Well,Main Roads,Yes,No,,Unsurfaced,,600,Yes,Yes,,1,1,No,No,1,No,247647
116.0164797,-31.86443128,126158,H018,Roe Hwy,Roe Hwy,44.38,44.38,Right,34.73,34.73,State Road,Right,7,Metropolitan,109,Swan (C),Heavy Vehicle Rest Area,No,,Main Roads,No,No,,,,,No,No,,2,0,No,No,0,No,247829
128.8106732,-15.81826489,126159,H011,Victoria Hwy,Victoria Hwy,54.8,54.8,Single,54.8,54.8,State Road,Left,6,Kimberley,4,Wyndham - East Kimberley,Minor Rest Area,No,,Main Roads,No,No,Savannah Way,Unsurfaced,,,No,No,,,,No,No,,No,247862
117.0956515,-33.65964984,126160,H001,Albany Hwy,Albany Hwy,233.52,233.52,Single,233.11,233.11,State Road,Left,1,Great Southern,310,Kojonup,Minor Rest Area,No,Gurney VC Rest Area,Main Roads,No,No,Private Arthur Gurney VC,Unsurfaced,,,No,Yes,,1,0,No,No,1,No,247561
127.8055759,-17.76716166,126161,H006,Great Northern Hwy,Great Northern Hwy,2878.51,2878.51,Single,2879.3,2879.3,State Road,Right,6,Kimberley,2,Halls Creek,Minor Rest Area,No,,Main Roads,No,No,Savannah Way,Unsurfaced,,,No,No,,,,No,No,,No,247653
121.8104555,-32.14686756,126162,H003,Eyre Hwy,Eyre Hwy,5.4,5.4,Single,5.4,5.4,State Road,Right,5,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,Jimberlina Hill,Main Roads,No,No,,Unsurfaced,,,No,Yes,,2,0,No,No,1,No,247631
114.312608,-25.9573908,126163,H007,North West Coastal Hwy,North West Coastal Hwy,334.52,334.52,Single,332.78,332.78,State Road,Left,14,Mid West-Gascoyne,803,Carnarvon,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,6487,No,No,,4,0,No,No,0,No,247803
113.8327166,-26.25402687,126164,M011,Shark Bay,Shark Bay Rd,77.04,77.04,Single,77.04,77.04,State Road,Left,14,Mid West-Gascoyne,804,Shark Bay,Minor Rest Area,No,,Main Roads,Yes,No,,Unsurfaced,,4243,No,No,,2,0,No,No,0,No,247841
