COMMON_USAGE_NAME,RESPONSIBILITY_AREA,LOCAL_GOVERNMENT_NAME,REST_AREA_TYPE,STAY_24_HOUR,OWNERSHIP,SURFACE,SURFACE_TYPE,CONSTRUCTED_SHELTER,NATURAL_SHADE,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,LATITUDE,LONGITUDE
Great Eastern Hwy,Wheatbelt,Yilgarn,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-31.312162757,119.127212828
Great Eastern Hwy,Wheatbelt,Cunderdin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-31.651390196,117.239974801
Bridgetown Boyup Brook Rd,South West,Boyup Brook,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,1,No,-33.843581773,116.34708696
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.6951937709999,120.841863744
Bindoon Moora Rd,Wheatbelt,Victoria Plains,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,1,0,No,1,No,-31.040494849,116.044833358
Leonora Laverton Rd,Goldfields - Esperance,Laverton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-28.5855053509999,122.381464711
Shark Bay Rd,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.4810649799999,114.075028135
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-31.109929253,121.618198518
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,1,No,-30.978928176,115.701242458
Bussell Hwy,South West,Augusta - Margaret River,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-34.034079789,115.101890224
Brookton Hwy,Wheatbelt,Beverley,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.2177884179999,116.338214557
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.421849267,116.141892552
South Coast Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-33.714647363,121.386720924
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.896578446,121.605168042
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-33.984290737,117.219736652
Great Northern Hwy,Pilbara,Broome,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-19.786862121,121.042457485
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,2,No,-31.1890691159999,120.42956725
Railway Tce,Wheatbelt,Goomalling,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,0,No,-31.299089034,116.825812312
Chester Pass Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.1816923109999,118.222254602
Midlands Rd,Wheatbelt,Moora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-30.662328621,116.066355651
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-33.8249043229999,117.159284518
Coolgardie Esperance Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-30.9569500119999,121.180477051
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.392842435,115.524469111
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,2,0,No,0,No,-21.59252063,115.936691543
Great Eastern Hwy,Wheatbelt,Westonia,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.381751919,118.733746994
Albany Hwy,Wheatbelt,West Arthur,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.273054542,117.014639173
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,4,0,No,0,No,-31.8630720739999,127.954336622
Dumbleyung Lake Grace Rd,Wheatbelt,Dumbleyung,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.1197624019999,118.170204949
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.7279170909999,128.690191091
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,2,0,No,1,No,-25.2179257359999,113.888160756
Bussell Hwy,South West,Busselton (C),Major Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,0,0,No,1,Yes,-33.635361035,115.456273774
Williams Kondinin Rd,Wheatbelt,Narrogin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.0079872709999,116.955334946
Burkett Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.748102877,114.391660486
Mullewa Wubin Rd,Mid West-Gascoyne,Perenjori,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.3763729349999,116.189373482
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,No,-30.7133644969999,121.471650803
Great Eastern Hwy,Wheatbelt,Kellerberrin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-31.6214580559999,117.834021835
Williams Kondinin Rd,Wheatbelt,Wickepin,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,No,No,1,0,No,1,No,-32.782751214,117.690132487
Great Northern Hwy,Kimberley,Halls Creek,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,Yes,No,1,3,Yes,3,No,-17.484310625,127.949787372
Bunbury Outer Ring Rd,South West,Dardanup,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-33.374962731,115.708577105
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.6741240219999,120.693441017
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.155274285,121.764247458
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.418454684,116.0383117
Brand Hwy,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-30.1007578049999,115.339793815
Albany Hwy,Wheatbelt,Williams,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-32.875846364,116.675058827
Brand Hwy,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.162694624,114.909069079
Chester Pass Rd,Great Southern,Albany (C),Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-34.9279545549999,117.91490477
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.184411757,120.452840684
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,3,0,No,3,Yes,-21.67909764,118.821621662
Mullewa Wubin Rd,Mid West-Gascoyne,Perenjori,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,No,-29.8818237469999,116.503729125
Agnew Sandstone Rd,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-27.967380428,120.257548394
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,0,No,-20.3093250919999,119.371409048
Great Northern Hwy,Pilbara,East Pilbara,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,3,1,Yes,0,No,-22.0547837129999,118.80334011
Great Eastern Hwy,Wheatbelt,Kellerberrin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,1,No,-31.581222694,117.977324566
Shark Bay Rd,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,0,No,-25.926866644,113.543396294
Marble Bar Rd,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,4,0,No,0,No,-20.4021917859999,118.980465662
Marble Bar Rd,Pilbara,East Pilbara,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-23.369445933,119.78099327
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.229878764,120.171385708
Great Eastern Hwy,Wheatbelt,Tammin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,1,No,-31.620486663,117.619945699
Brand Hwy,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-30.0680260999999,115.332482338
South Western Hwy,South West,Donnybrook - Balingup,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-33.711939961,115.894879787
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.1592064559999,117.66785782
Shark Bay Rd,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.4845426489999,114.086239283
Great Northern Hwy,Pilbara,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-23.7371924719999,119.724188456
Forrest Hwy,South West,Harvey,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,3,0,No,1,Yes,-33.1182983529999,115.721265469
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,1,No,-28.545829335,115.504193106
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-24.655791786,113.836233582
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.9846012429999,126.519651765
Ripon Hills Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-21.2806011979999,120.614742432
Williams Kondinin Rd,Wheatbelt,Narrogin,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,Yes,-32.986646155,117.05276323
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.361794791,116.502347946
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-28.068110541,117.858966894
Karijini Dr,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,0,No,-22.741886762,117.865432308
Marble Bar Rd,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,4,0,No,0,No,-20.4074571159999,118.981913786
Williams Kondinin Rd,Wheatbelt,Cuballing,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-32.842975999,117.368167652
Albany Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,2,0,No,1,No,-34.6169335619999,117.660898799
Great Northern Hwy,Kimberley,Broome,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,Yes,No,1,3,Yes,5,No,-17.6563116419999,123.133124059
Great Northern Hwy,Wheatbelt,Moora,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,2,No,-30.6988546969999,116.212276091
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-20.187169922,119.637724005
Albany Hwy,Wheatbelt,Boddington,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.777637925,116.594171797
South Coast Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-33.697636866,121.519713196
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-32.17391079,125.672946398
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.36409678,114.068051552
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,1,Yes,0,No,-22.210483027,115.526999322
Nungarin Wyalkatchem Rd,Wheatbelt,Trayning,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.1140247599999,117.873838326
Great Northern Hwy,Kimberley,Broome,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,Yes,No,1,3,Yes,4,No,-18.606425997,121.967019087
South Western Hwy,Metropolitan,Serpentine - Jarrahdale,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-32.4133502079999,115.989015401
Agnew Sandstone Rd,Goldfields - Esperance,Sandstone,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-27.967379321,119.796787464
Brand Hwy,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-30.1601362559999,115.384649217
Hunt Rd,Wheatbelt,Beverley,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,0,No,-32.107687099,116.922064119
Wagin Dumbleyung Rd,Wheatbelt,Wagin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.2896054449999,117.595398082
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,1,Yes,0,No,-21.4191761819999,116.037913373
Albany Hwy,Wheatbelt,Wandering,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.49413278,116.356727438
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.040324687,118.487505586
Arthur Rd,Wheatbelt,Wagin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.310816963,117.327725304
Albany Hwy,Wheatbelt,Williams,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,1,Yes,-32.9059530009999,116.713742177
Donnybrook Kojonup Rd,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.8796146729999,116.842551018
Chester Pass Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.9742431079999,118.317113313
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.937788188,116.954782015
Great Eastern Hwy,Wheatbelt,Northam,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,1,No,-31.710373792,116.554421858
Great Northern Hwy,Wheatbelt,Moora,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-30.636702321,116.338102187
Karijini Dr,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.631483477,117.888433024
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.631794059,115.404933452
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-30.8975853059999,121.226274405
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-25.853902691,119.078635247
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-34.9251715729999,117.924495583
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.776867405,115.091652231
Great Northern Hwy,Kimberley,Derby - West Kimberley,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,0,0,No,4,No,-17.8245239089999,124.233306194
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,0,No,-32.1009297689999,121.694732113
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-24.258839466,114.039285623
Sues Rd,South West,Busselton (C),Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-33.7916883149999,115.421656479
Chester Pass Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.0993014859999,118.259051988
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.6458549669999,114.017739618
South Coast Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-33.755195648,121.213692556
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,1,No,-32.061920581,122.214094531
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,4,1,Yes,5,Yes,-20.82797513,119.51299
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.3504582059999,116.818256948
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.0569298199999,113.889616778
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.6271279119999,118.385498609
Goldfields Hwy,Goldfields - Esperance,Wiluna,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,3,2,Yes,3,No,-27.0403690099999,120.41078979
Gardiner St,Wheatbelt,Moora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-30.65031042,116.013298557
South Coast Hwy,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-33.831617573,119.254262399
Brand Hwy,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-30.140488777,115.364636532
South Coast Hwy,Great Southern,Denmark,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.9676359489999,117.421436385
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.7107880249999,114.987526204
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-20.758962203,117.131336099
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-26.0933961329999,114.345915386
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-21.901307673,120.114634694
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-24.74596759,119.598229777
Johnson St,Wheatbelt,Bruce Rock,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,2,No,-31.8772049149999,118.148877536
Great Northern Hwy,Mid West-Gascoyne,Cue,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,1,Yes,-27.2569364309999,117.982055716
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-24.3954698269999,114.009392298
Toodyay Rd,Wheatbelt,Toodyay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,6,No,-31.614815402,116.419396301
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-24.787993055,113.763408521
Albany Hwy,Wheatbelt,Williams,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.127081942,116.958052003
Great Northern Hwy,Mid West-Gascoyne,Cue,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-27.532312842,117.90352831
Great Northern Hwy,Wheatbelt,Moora,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,7,0,No,0,No,-30.464635797,116.483318894
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.1062003389999,120.738729379
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-31.674953848,128.890976974
Albany Hwy,Wheatbelt,Wandering,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-32.40982745,116.281170395
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,5,0,No,0,No,-23.120375037,114.523478372
Albany Hwy,Wheatbelt,Boddington,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-32.554264476,116.419891662
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.378369533,116.332070903
Gnowangerup Jerramungup Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.963054647,118.105251797
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-20.759172291,117.132168606
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,2,No,-30.9798909319999,115.701800545
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-31.9150199699999,127.450561968
Great Eastern Hwy,Goldfields - Esperance,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.255713236,119.455670517
Albany Hwy,Great Southern,Kojonup,Major Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,1,0,No,0,No,-33.837803524,117.160259164
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.989157862,121.645353225
Kulin Kondinin Rd,Wheatbelt,Kulin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.594652544,118.221027608
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-31.945020589,126.733414205
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.212734086,115.526809722
Williams Kondinin Rd,Wheatbelt,Kulin,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.7585452399999,118.055855785
South Coast Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,0,No,0,No,-33.719213445,121.372509877
Albany Hwy,Wheatbelt,Williams,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.188660517,116.984171859
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.471953963,115.828562465
Pannawonica Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-21.5930531569999,115.937995901
Albany Hwy,Great Southern,Woodanilling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.571515743,117.082336095
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.5852324009999,121.435754319
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,5,2,Yes,6,Yes,-24.249796445,114.036920194
