COMMON_USAGE_NAME,RESPONSIBILITY_AREA,LOCAL_GOVERNMENT_NAME,REST_AREA_TYPE,STAY_24_HOUR,OWNERSHIP,SURFACE,SURFACE_TYPE,CONSTRUCTED_SHELTER,NATURAL_SHADE,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,LATITUDE,LONGITUDE
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.28306647,113.8985568
Anzac Dr,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,2,No,-30.80226781,121.4838548
Great Northern Hwy,Kimberley,Wyndham - East Kimberley,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,Yes,No,1,3,Yes,8,No,-16.13127159,128.3819036
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-23.11153465,119.0558859
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.13998332,119.1954103
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-23.1356464,119.1842333
Great Northern Hwy,Wheatbelt,Victoria Plains,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-30.85231485,116.2605019
Great Northern Hwy,Wheatbelt,Victoria Plains,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,1,Yes,-30.88901011,116.2409525
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.54816957,118.4502236
North West Coastal Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-20.68858546,118.3244091
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.58694853,119.9528511
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,0,0,No,0,No,-33.6516794,121.813221
Onslow Rd,Pilbara,Ashburton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-22.11036977,115.5122185
Newdegate Ravensthorpe Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.22408951,119.7209976
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.59588291,120.3474804
Brookton Hwy,Metropolitan,Armadale (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-32.1499546,116.1919344
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,4,0,No,0,No,-29.01003941,121.3727691
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-27.95153185,120.7175195
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-31.01289622,120.8676602
South Western Hwy,South West,Donnybrook - Balingup,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,0,No,-33.61663193,115.8556005
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.19360837,118.0093606
Gnowangerup Jerramungup Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.00502595,118.3919015
Willinge Dr,South West,Bunbury (C),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,No,No,0,0,No,0,No,-33.32832462,115.6767266
Indian Ocean Dr,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,Yes,-30.65090753,115.1356883
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,1,No,-32.4238247,123.7516494
Pingrup Lake Grace Rd,Great Southern,Kent,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.35676675,118.4968261
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.92757738,117.7070465
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.08591133,119.9967379
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.43273389,115.6913955
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-29.26777304,116.0307104
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.40697814,121.1665105
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-29.40792019,117.2227767
Goldfields Hwy,Goldfields - Esperance,Menzies,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-29.56590419,121.1810738
Muir Hwy,South West,Manjimup,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-34.33740178,116.3122783
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.9016553,113.9192239
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,0,No,2,No,-30.70410605,121.469717
Bruce Rock Merredin Rd,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.66780602,118.2276699
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-20.76579378,119.4182242
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.65032923,119.7865211
Nungarin Wyalkatchem Rd,Wheatbelt,Trayning,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,3,1,Yes,1,No,-31.16882465,117.662968
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-28.38342437,116.3092541
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.31889158,117.0161689
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.96712156,118.6220825
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.69524712,114.5694354
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,No,-30.22413439,121.2000729
Goldfields Hwy,Goldfields - Esperance,Wiluna,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-27.08784177,120.4344936
Muir Hwy,Great Southern,Cranbrook,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.46938695,116.8343913
Great Northern Hwy,Pilbara,Broome,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-19.92368018,120.4310975
Great Eastern Hwy,Wheatbelt,Northam,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.79780977,116.3811674
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.06946448,114.101804
Caves Rd,South West,Busselton (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,1,Yes,-33.79684623,115.0299207
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.0470024,118.8421535
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,Yes,-23.32340439,119.7267977
Arthur Rd,Wheatbelt,West Arthur,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.34596891,117.0427162
Anzac Dr,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-30.7915029,121.4339479
Robertson Dr,South West,Bunbury (C),Minor Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,No,Yes,3,0,No,0,No,-33.34231145,115.6675871
Collie Williams Rd,Wheatbelt,Williams,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.20224211,116.4639601
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.59623258,115.4653315
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.10340709,120.9049046
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.7204724,115.5142849
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,4,0,No,1,No,-26.81559267,114.6143698
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-30.33879945,115.4713711
Leonora Laverton Rd,Goldfields - Esperance,Laverton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.82032593,121.874252
Great Northern Hwy,Mid West-Gascoyne,Dalwallinu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-30.00415767,116.821001
Brand Hwy,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-29.12898251,114.9009322
Brand Hwy,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-29.58093119,115.1413794
Burkett Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.98825865,114.6028982
Great Eastern Hwy,Wheatbelt,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,3,1,Yes,1,Yes,-31.37037992,118.8564885
Great Northern Hwy,Wheatbelt,Moora,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,7,0,No,0,No,-30.46405506,116.5190349
Borden Bremer Bay Rd,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.36644569,118.7510213
Coalfields Rd,Wheatbelt,West Arthur,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-33.36940364,116.8866581
Brookton Hwy,Wheatbelt,Kondinin,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.53444915,119.163963
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-26.00362368,114.3062864
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.65599883,120.5051533
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.41022217,116.2344597
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,2,0,No,2,Yes,-25.01666613,119.4080099
Bindoon Moora Rd,Wheatbelt,Victoria Plains,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-30.91319064,116.0363474
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-26.00362368,114.3062864
Shark Bay Rd,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-25.92622705,113.5453678
Great Eastern Hwy,Wheatbelt,Kellerberrin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,1,No,-31.62359359,117.6416059
Forrest Hwy,South West,Murray,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-32.73467412,115.7489023
Goomalling Toodyay Rd,Wheatbelt,Goomalling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,1,No,1,No,-31.34966583,116.7700612
Shark Bay Rd,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-25.99362897,113.5772676
Midlands Rd,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.21188753,115.1579374
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.29571997,125.279073
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.95717496,121.6467649
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.36239369,116.4817294
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-31.41797588,115.9157911
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.81632493,118.5318971
Old Coast Rd,South West,Waroona,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,0,No,-32.88422524,115.711782
South Western Hwy,South West,Harvey,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-32.95206669,115.9118015
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.69976743,115.0978085
South Western Hwy,South West,Dardanup,Minor Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,No,Yes,3,0,No,0,No,-33.32887109,115.7595613
Great Eastern Hwy,Goldfields - Esperance,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-31.29570241,119.6553975
North West Coastal Hwy,Mid West-Gascoyne,Chapman Valley,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-28.59539957,114.6334268
Brookton Hwy,Wheatbelt,Brookton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,1,No,-32.39659458,116.7339097
Newdegate Ravensthorpe Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.24385058,119.7377605
Northam Pithara Rd,Wheatbelt,Goomalling,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-31.04258469,116.7737917
Albany Hwy,Wheatbelt,Williams,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.03501418,116.8823023
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.71249599,113.9816853
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-27.84722587,114.6957804
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.40990542,116.2361582
Great Eastern Hwy,Wheatbelt,Merredin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,1,No,-31.52492834,118.1332643
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.92619916,118.834823
Great Southern Hwy,Wheatbelt,Northam,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,3,0,No,2,No,-31.88036151,116.4349443
Brookton-Corrigin Rd,Wheatbelt,Brookton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,4,0,No,1,No,-32.33276367,117.1135693
Great Eastern Hwy,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-31.45103417,118.3812627
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-30.22426655,115.3991873
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.76469951,118.2963754
South Coast Hwy,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.37046843,118.7498849
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,5,0,No,0,No,-23.33778775,114.3444251
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.51970733,121.199242
Midlands Rd,Wheatbelt,Moora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-30.22332842,116.0400525
Burkett Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.88154019,114.5087451
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.8697706,127.9011509
Great Northern Hwy,Wheatbelt,Chittering,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Asphalt Intersection Mix,Yes,Yes,2,0,No,2,No,-31.32666022,116.153664
Bussell Hwy,South West,Capel,Major Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,2,0,No,1,No,-33.51650165,115.57283
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.91486495,127.4446395
Hassell Rd,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,1,No,1,No,-33.93917664,118.92108
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.87089522,116.8074054
Albany Hwy,Great Southern,Cranbrook,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.3522706,117.5403905
Massingham St,Wheatbelt,Kellerberrin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,1,0,No,0,No,-31.63395854,117.7170853
Mandurah Rd,Metropolitan,Rockingham (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-32.43013457,115.7738852
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.25333213,119.5613389
Nungarin Wyalkatchem Rd,Wheatbelt,Wyalkatchem,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.18817734,117.3881586
South Coast Hwy,Great Southern,Denmark,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,2,0,No,1,Yes,-34.98874239,117.2307662
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.01995623,118.5639986
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-34.42070749,118.6974838
Goldfields Hwy,Goldfields - Esperance,Menzies,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.4877699,121.2563118
Brand Hwy,Mid West-Gascoyne,Carnamah,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.90994867,115.2543211
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.49167061,114.0049003
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-26.09493964,114.3464747
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Sandstone,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-28.00453493,119.1978221
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-29.28155927,117.6406283
Great Northern Hwy,Pilbara,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-24.27633635,119.7035372
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-32.36243651,124.7350785
Dumbleyung Lake Grace Rd,Wheatbelt,Dumbleyung,Heavy Vehicle Rest Area,Yes,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-33.20184506,117.8657174
Great Northern Hwy,Wheatbelt,Dalwallinu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-30.32450609,116.6698953
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,4,0,No,2,No,-25.57401835,114.1595273
Midlands Rd,Mid West-Gascoyne,Mingenew,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.21818825,115.2914266
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,No,No,2,0,No,0,No,-26.4126657,114.4640182
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,0,0,No,0,No,-31.63895348,129.0011867
Albany Hwy,Wheatbelt,Wandering,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-32.31442164,116.2071789
Mullewa Wubin Rd,Mid West-Gascoyne,Perenjori,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,No,3,1,No,2,No,-29.43999134,116.2847804
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,0,No,-27.21340691,114.6125179
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-29.26461057,117.6865565
Brookton-Corrigin Rd,Wheatbelt,Corrigin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-32.33456548,117.4888863
Corrigin Kondinin Rd,Wheatbelt,Kondinin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.45510236,118.2032612
Great Eastern Hwy,Wheatbelt,Tammin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,2,No,-31.62443885,117.5827142
Midlands Rd,Mid West-Gascoyne,Carnamah,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-29.60861787,115.8253252
Great Southern Hwy,Wheatbelt,Cuballing,Heavy Vehicle Rest Area,Yes,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,0,No,-32.60268978,117.0960328
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.71508768,121.5375127
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,0,0,No,0,No,-32.41943203,124.2526761
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-28.9087181,121.345456
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.7464069,128.599996
Great Eastern Hwy,Goldfields - Esperance,Yilgarn,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.27418921,119.5329633
Great Eastern Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,8,2,Yes,3,Yes,-31.26820646,120.0177276
Great Eastern Hwy,Wheatbelt,Cunderdin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-31.64359486,117.3287472
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-33.22782487,121.7160958
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-28.17037049,121.0053698
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-27.31572512,120.5149174
